,train,val,test
226,IN Brain-0208,,
227,IN Brain-0209(a),,
228,IN Brain-0216(a),,
229,IN Brain-0217(a),,
230,IN Brain-0217(b),,
231,IN Brain-0226,,
232,IN Brain-0227,,
233,IN Brain-0228(a),,
234,IN Brain-0228(b),,
235,IN Brain-0229,,
236,IN Brain-0233(a),,
237,IN Brain-0233(b),,
238,IN Brain-0244,,
239,IN Brain-0248,,
240,IN Brain-0254,,
241,IN Brain-0255(a),,
242,IN Brain-0255(b),,
243,IN Brain-0256(a),,
244,IN Brain-0256(b),,
245,IN Brain-0257,,
246,IN Brain-0258(a),,
247,IN Brain-0258(b),,
248,IN Brain-0262(a),,
249,IN Brain-0262(b),,
250,IN Brain-0264,,
251,IN Brain-0265(a),,
252,IN Brain-0267,,
253,IN Brain-0268,,
254,IN Brain-0272,,
255,IN Brain-0273,,
256,IN Brain-0277,,
257,IN Brain-0282,,
258,IN Brain-0284(a),,
259,IN Brain-0284(b),,
260,IN Brain-0285,,
261,IN Brain-0286,,
262,IN Brain-0290(a),,
263,IN Brain-0290(b),,
264,IN Brain-0295,,
265,IN Brain-0298(a),,
266,IN Brain-0298(b),,
267,IN Brain-0301,,
268,IN Brain-0302(a),,
269,IN Brain-0302(b),,
270,IN Brain-0305,,
271,IN Brain-0307(a),,
272,IN Brain-0309,,
273,IN Brain-0310,,
274,IN Brain-0311(a),,
275,IN Brain-0311(b),,
276,IN Brain-0312,,
277,IN Brain-0314(b),,
278,IN Brain-0317(a),,
279,IN Brain-0317(b),,
280,IN Brain-0322,,
281,IN Brain-0323(a),,
282,IN Brain-0323(b),,
283,IN Brain-0324(a),,
284,IN Brain-0324(b),,
285,IN Brain-0327(a),,
286,IN Brain-0327(b),,
287,IN Brain-0328,,
288,IN Brain-0338,,
289,IN Brain-0339,,
290,IN Brain-0341,,
291,IN Brain-0342,,
292,IN Brain-0343(a),,
293,IN Brain-0343(b),,
294,IN Brain-0346,,
295,IN Brain-0354,,
296,IN Brain-0355,,
297,IN Brain-0356,,
298,IN Brain-0364,,
299,IN Brain-0368,,
300,IN Brain-0370,,
301,IN Brain-0002,,
302,IN Brain-0004(a),,
303,IN Brain-0038,,
304,IN Brain-0056,,
305,IN Brain-0058(a),,
306,IN Brain-0058(b),,
307,IN Brain-0064(b),,
308,IN Brain-0070(a),,
309,IN Brain-0070(b),,
310,IN Brain-0078,,
311,IN Brain-0081(a),,
312,IN Brain-0081(b),,
313,IN Brain-0099,,
314,IN Brain-0104(a),,
315,IN Brain-0104(b),,
316,IN Brain-0104(c),,
317,IN Brain-0110(a),,
318,IN Brain-0110(b),,
319,IN Brain-0130,,
320,IN Brain-0138,,
321,IN Brain-0140,,
322,IN Brain-0143,,
323,IN Brain-0147,,
324,IN Brain-0154,,
325,IN Brain-0160(a),,
326,IN Brain-0160(b),,
327,IN Brain-0169,,
328,IN Brain-0180(a),,
329,IN Brain-0180(b),,
330,IN Brain-0187(a),,
331,IN Brain-0191(a),,
332,IN Brain-0191(b),,
333,IN Brain-0194(a),,
334,IN Brain-0198,,
335,IN Brain-0200,,
336,IN Brain-0202(a),,
337,IN Brain-0202(b),,
338,IN Brain-0203,,
339,IN Brain-0211,,
340,IN Brain-0214,,
341,IN Brain-0215,,
342,IN Brain-0218(a),,
343,IN Brain-0218(b),,
344,IN Brain-0232(a),,
345,IN Brain-0232(b),,
346,IN Brain-0234(a),,
347,IN Brain-0234(b),,
348,IN Brain-0238(a),,
349,IN Brain-0238(c),,
350,IN Brain-0240(a),,
351,IN Brain-0240(b),,
352,IN Brain-0242(a),,
353,IN Brain-0242(b),,
354,IN Brain-0243,,
355,IN Brain-0261(b),,
356,IN Brain-0263(a),,
357,IN Brain-0263(b),,
358,IN Brain-0279,,
359,IN Brain-0283,,
360,IN Brain-0288,,
361,IN Brain-0296(a),,
362,IN Brain-0296(b),,
363,IN Brain-0297(a),,
364,IN Brain-0297(b),,
365,IN Brain-0299(a),,
366,IN Brain-0299(b),,
367,IN Brain-0308,,
368,IN Brain-0316(a),,
369,IN Brain-0318(a),,
370,IN Brain-0318(b),,
371,IN Brain-0320,,
372,IN Brain-0326,,
373,IN Brain-0329(a),,
374,IN Brain-0329(b),,
375,IN Brain-0330(b),,
376,IN Brain-0334(a),,
377,IN Brain-0334(b),,
378,IN Brain-0335,,
379,IN Brain-0340,,
380,IN Brain-0345,,
381,IN Brain-0348,,
382,IN Brain-0350,,
383,IN Brain-0352,,
384,IN Brain-0359,,
385,IN Brain-0361,,
