,train,val,test
64,IN Brain-0072(c),,
65,IN Brain-0073(a),,
66,IN Brain-0073(b),,
67,IN Brain-0074,,
68,IN Brain-0075,,
69,IN Brain-0077(a),,
70,IN Brain-0077(b),,
71,IN Brain-0077(c),,
72,IN Brain-0078,,
73,IN Brain-0079(a),,
74,IN Brain-0079(b),,
75,IN Brain-0080(a),,
76,IN Brain-0080(b),,
77,IN Brain-0081(a),,
78,IN Brain-0081(b),,
79,IN Brain-0082,,
80,IN Brain-0084,,
81,IN Brain-0085(a),,
82,IN Brain-0085(b),,
83,IN Brain-0086(b),,
84,IN Brain-0086(c),,
85,IN Brain-0088(a),,
86,IN Brain-0088(b),,
87,IN Brain-0089(a),,
88,IN Brain-0089(b),,
89,IN Brain-0090(a),,
90,IN Brain-0090(b),,
91,IN Brain-0091,,
92,IN Brain-0092(b),,
93,IN Brain-0093,,
94,IN Brain-0094(a),,
95,IN Brain-0094(b),,
96,IN Brain-0094(c),,
97,IN Brain-0094(d),,
98,IN Brain-0094(e),,
99,IN Brain-0094(g),,
100,IN Brain-0094(i),,
101,IN Brain-0094(j),,
102,IN Brain-0095(a),,
103,IN Brain-0095(b),,
104,IN Brain-0095(c),,
105,IN Brain-0096(a),,
106,IN Brain-0096(b),,
107,IN Brain-0097,,
108,IN Brain-0098(a),,
109,IN Brain-0098(b),,
110,IN Brain-0099,,
111,IN Brain-0100,,
112,IN Brain-0102(a),,
113,IN Brain-0102(b),,
114,IN Brain-0103,,
115,IN Brain-0104(a),,
116,IN Brain-0104(b),,
117,IN Brain-0105(a),,
118,IN Brain-0105(b),,
119,IN Brain-0107,,
120,IN Brain-0108(a),,
121,IN Brain-0108(d),,
122,IN Brain-0109(a),,
123,IN Brain-0109(b),,
124,IN Brain-0110(a),,
125,IN Brain-0110(b),,
126,IN Brain-0111,,
127,IN Brain-0112(a),,
128,IN Brain-0112(b),,
129,IN Brain-0112(c),,
130,IN Brain-0113,,
131,IN Brain-0114(a),,
132,IN Brain-0114(b),,
133,IN Brain-0117,,
134,IN Brain-0118(b),,
135,IN Brain-0119,,
136,IN Brain-0121,,
137,IN Brain-0122,,
138,IN Brain-0123,,
139,IN Brain-0124,,
140,IN Brain-0125,,
141,IN Brain-0128,,
142,IN Brain-0129,,
143,IN Brain-0130,,
144,IN Brain-0131,,
145,IN Brain-0132,,
146,IN Brain-0133,,
147,IN Brain-0134,,
148,IN Brain-0136,,
149,IN Brain-0137,,
150,IN Brain-0138,,
151,IN Brain-0139,,
152,IN Brain-0140,,
153,IN Brain-0141,,
154,IN Brain-0143,,
155,IN Brain-0144,,
156,IN Brain-0145,,
157,IN Brain-0146,,
158,IN Brain-0147,,
159,IN Brain-0149,,
160,IN Brain-0151,,
161,IN Brain-0152,,
162,IN Brain-0153,,
163,IN Brain-0154,,
164,IN Brain-0155(a),,
165,IN Brain-0155(b),,
166,IN Brain-0156(a),,
167,IN Brain-0156(b),,
168,IN Brain-0158(a),,
169,IN Brain-0159,,
170,IN Brain-0160(a),,
171,IN Brain-0161(a),,
172,IN Brain-0162,,
173,IN Brain-0163(a),,
174,IN Brain-0164,,
175,IN Brain-0166,,
176,IN Brain-0167,,
177,IN Brain-0168(a),,
178,IN Brain-0168(b),,
179,IN Brain-0169,,
180,IN Brain-0170,,
181,IN Brain-0171(a),,
182,IN Brain-0171(b),,
183,IN Brain-0172,,
184,IN Brain-0173(b),,
185,IN Brain-0174,,
186,IN Brain-0175,,
187,IN Brain-0176(a),,
188,IN Brain-0178,,
189,IN Brain-0179(a),,
190,IN Brain-0179(b),,
191,IN Brain-0180(a),,
192,IN Brain-0180(b),,
193,IN Brain-0181(a),,
194,IN Brain-0181(b),,
195,IN Brain-0182(a),,
196,IN Brain-0182(b),,
197,IN Brain-0183(a),,
198,IN Brain-0183(b),,
199,IN Brain-0185(a),,
200,IN Brain-0185(b),,
201,IN Brain-0186(a),,
202,IN Brain-0186(b),,
203,IN Brain-0187(a),,
204,IN Brain-0187(b),,
205,IN Brain-0188,,
206,IN Brain-0189,,
207,IN Brain-0191(a),,
208,IN Brain-0192(a),,
209,IN Brain-0194(a),,
210,IN Brain-0194(b),,
211,IN Brain-0195,,
212,IN Brain-0196(a),,
213,IN Brain-0196(b),,
214,IN Brain-0197(a),,
215,IN Brain-0197(b),,
216,IN Brain-0198,,
217,IN Brain-0199,,
218,IN Brain-0200,,
219,IN Brain-0201,,
220,IN Brain-0202(a),,
221,IN Brain-0202(b),,
222,IN Brain-0204,,
223,IN Brain-0206,,
224,IN Brain-0207,,
225,IN Brain-0208,,
226,IN Brain-0209(a),,
227,IN Brain-0210,,
228,IN Brain-0213,,
229,IN Brain-0215,,
230,IN Brain-0216(a),,
231,IN Brain-0216(b),,
232,IN Brain-0217(a),,
233,IN Brain-0217(b),,
234,IN Brain-0218(a),,
235,IN Brain-0218(b),,
236,IN Brain-0219,,
237,IN Brain-0220,,
238,IN Brain-0222,,
239,IN Brain-0227,,
240,IN Brain-0228(a),,
241,IN Brain-0228(b),,
242,IN Brain-0229,,
243,IN Brain-0231,,
244,IN Brain-0232(a),,
245,IN Brain-0232(b),,
246,IN Brain-0233(a),,
247,IN Brain-0233(b),,
248,IN Brain-0234(a),,
249,IN Brain-0234(b),,
250,IN Brain-0235(a),,
251,IN Brain-0235(b),,
252,IN Brain-0236(a),,
253,IN Brain-0236(b),,
254,IN Brain-0237(a),,
255,IN Brain-0237(b),,
256,IN Brain-0237(c),,
257,IN Brain-0238(a),,
258,IN Brain-0238(b),,
259,IN Brain-0238(c),,
260,IN Brain-0239(a),,
261,IN Brain-0240(a),,
262,IN Brain-0240(b),,
263,IN Brain-0241,,
264,IN Brain-0242(a),,
265,IN Brain-0242(b),,
266,IN Brain-0244,,
267,IN Brain-0245,,
268,IN Brain-0246,,
269,IN Brain-0247,,
270,IN Brain-0248,,
271,IN Brain-0250,,
272,IN Brain-0251,,
273,IN Brain-0252(a),,
274,IN Brain-0252(b),,
275,IN Brain-0253(a),,
276,IN Brain-0254,,
277,IN Brain-0255(a),,
278,IN Brain-0256(b),,
279,IN Brain-0257,,
280,IN Brain-0258(a),,
281,IN Brain-0258(b),,
282,IN Brain-0259(b),,
283,IN Brain-0260(a),,
284,IN Brain-0260(b),,
285,IN Brain-0261(a),,
286,IN Brain-0261(b),,
287,IN Brain-0262(a),,
288,IN Brain-0262(b),,
289,IN Brain-0263(a),,
290,IN Brain-0263(b),,
291,IN Brain-0264,,
292,IN Brain-0265(a),,
293,IN Brain-0265(b),,
294,IN Brain-0266,,
295,IN Brain-0267,,
296,IN Brain-0269,,
297,IN Brain-0270,,
298,IN Brain-0271(b),,
299,IN Brain-0272,,
300,IN Brain-0273,,
301,IN Brain-0274,,
302,IN Brain-0275,,
303,IN Brain-0276,,
304,IN Brain-0277,,
305,IN Brain-0278,,
306,IN Brain-0279,,
307,IN Brain-0280,,
308,IN Brain-0281,,
309,IN Brain-0282,,
310,IN Brain-0283,,
311,IN Brain-0284(b),,
312,IN Brain-0285,,
313,IN Brain-0286,,
314,IN Brain-0287,,
315,IN Brain-0288,,
316,IN Brain-0289,,
317,IN Brain-0290(a),,
318,IN Brain-0291,,
319,IN Brain-0292,,
320,IN Brain-0294,,
321,IN Brain-0295,,
322,IN Brain-0296(b),,
323,IN Brain-0297(b),,
324,IN Brain-0298(a),,
325,IN Brain-0298(b),,
326,IN Brain-0299(a),,
327,IN Brain-0299(b),,
328,IN Brain-0301,,
329,IN Brain-0302(a),,
330,IN Brain-0302(b),,
331,IN Brain-0304,,
332,IN Brain-0307(a),,
333,IN Brain-0307(b),,
334,IN Brain-0308,,
335,IN Brain-0309,,
336,IN Brain-0311(a),,
337,IN Brain-0311(b),,
338,IN Brain-0312,,
339,IN Brain-0313(a),,
340,IN Brain-0313(b),,
341,IN Brain-0314(a),,
342,IN Brain-0314(b),,
343,IN Brain-0316(a),,
344,IN Brain-0316(b),,
345,IN Brain-0317(a),,
346,IN Brain-0318(a),,
347,IN Brain-0318(b),,
348,IN Brain-0319,,
349,IN Brain-0320,,
350,IN Brain-0321(a),,
351,IN Brain-0323(a),,
352,IN Brain-0323(b),,
353,IN Brain-0324(a),,
354,IN Brain-0324(b),,
355,IN Brain-0325(b),,
356,IN Brain-0326,,
357,IN Brain-0328,,
358,IN Brain-0329(b),,
359,IN Brain-0330(a),,
360,IN Brain-0330(b),,
361,IN Brain-0331(b),,
362,IN Brain-0334(a),,
363,IN Brain-0334(b),,
364,IN Brain-0342,,
365,IN Brain-0343(a),,
366,IN Brain-0343(b),,
367,IN Brain-0346,,
368,IN Brain-0348,,
369,IN Brain-0350,,
370,IN Brain-0352,,
371,IN Brain-0353,,
372,IN Brain-0354,,
373,IN Brain-0355,,
374,IN Brain-0358,,
375,IN Brain-0360,,
376,IN Brain-0361,,
377,IN Brain-0363(a),,
378,IN Brain-0363(b),,
379,IN Brain-0364,,
380,IN Brain-0365,,
381,IN Brain-0366,,
382,IN Brain-0367,,
383,IN Brain-0368,,
384,IN Brain-0369,,
385,IN Brain-0370,,
