,train,val,test
79,IN Brain-0085(c),,
80,IN Brain-0085(d),,
81,IN Brain-0086(b),,
82,IN Brain-0088(b),,
83,IN Brain-0089(a),,
84,IN Brain-0089(b),,
85,IN Brain-0090(a),,
86,IN Brain-0090(b),,
87,IN Brain-0091,,
88,IN Brain-0092(a),,
89,IN Brain-0092(b),,
90,IN Brain-0093,,
91,IN Brain-0094(a),,
92,IN Brain-0094(b),,
93,IN Brain-0094(c),,
94,IN Brain-0094(e),,
95,IN Brain-0094(f),,
96,IN Brain-0094(g),,
97,IN Brain-0094(i),,
98,IN Brain-0094(j),,
99,IN Brain-0095(b),,
100,IN Brain-0096(a),,
101,IN Brain-0096(b),,
102,IN Brain-0097,,
103,IN Brain-0098(b),,
104,IN Brain-0099,,
105,IN Brain-0101,,
106,IN Brain-0102(b),,
107,IN Brain-0103,,
108,IN Brain-0104(a),,
109,IN Brain-0104(b),,
110,IN Brain-0104(c),,
111,IN Brain-0105(a),,
112,IN Brain-0105(b),,
113,IN Brain-0107,,
114,IN Brain-0108(a),,
115,IN Brain-0108(b),,
116,IN Brain-0108(c),,
117,IN Brain-0108(d),,
118,IN Brain-0110(a),,
119,IN Brain-0110(b),,
120,IN Brain-0111,,
121,IN Brain-0112(a),,
122,IN Brain-0112(b),,
123,IN Brain-0112(c),,
124,IN Brain-0114(b),,
125,IN Brain-0115,,
126,IN Brain-0116(a),,
127,IN Brain-0116(b),,
128,IN Brain-0117,,
129,IN Brain-0118(a),,
130,IN Brain-0119,,
131,IN Brain-0120,,
132,IN Brain-0121,,
133,IN Brain-0122,,
134,IN Brain-0123,,
135,IN Brain-0124,,
136,IN Brain-0125,,
137,IN Brain-0128,,
138,IN Brain-0129,,
139,IN Brain-0130,,
140,IN Brain-0131,,
141,IN Brain-0132,,
142,IN Brain-0133,,
143,IN Brain-0134,,
144,IN Brain-0135,,
145,IN Brain-0136,,
146,IN Brain-0138,,
147,IN Brain-0139,,
148,IN Brain-0140,,
149,IN Brain-0141,,
150,IN Brain-0142,,
151,IN Brain-0143,,
152,IN Brain-0144,,
153,IN Brain-0146,,
154,IN Brain-0147,,
155,IN Brain-0148,,
156,IN Brain-0149,,
157,IN Brain-0151,,
158,IN Brain-0152,,
159,IN Brain-0154,,
160,IN Brain-0155(a),,
161,IN Brain-0155(b),,
162,IN Brain-0156(a),,
163,IN Brain-0156(b),,
164,IN Brain-0157,,
165,IN Brain-0158(a),,
166,IN Brain-0158(b),,
167,IN Brain-0159,,
168,IN Brain-0160(a),,
169,IN Brain-0160(b),,
170,IN Brain-0162,,
171,IN Brain-0163(a),,
172,IN Brain-0163(b),,
173,IN Brain-0164,,
174,IN Brain-0165,,
175,IN Brain-0166,,
176,IN Brain-0167,,
177,IN Brain-0168(a),,
178,IN Brain-0168(b),,
179,IN Brain-0169,,
180,IN Brain-0170,,
181,IN Brain-0171(b),,
182,IN Brain-0173(a),,
183,IN Brain-0173(b),,
184,IN Brain-0174,,
185,IN Brain-0175,,
186,IN Brain-0176(a),,
187,IN Brain-0176(b),,
188,IN Brain-0179(a),,
189,IN Brain-0179(b),,
190,IN Brain-0180(a),,
191,IN Brain-0180(b),,
192,IN Brain-0181(a),,
193,IN Brain-0182(a),,
194,IN Brain-0182(b),,
195,IN Brain-0183(a),,
196,IN Brain-0183(b),,
197,IN Brain-0185(a),,
198,IN Brain-0185(b),,
199,IN Brain-0187(a),,
200,IN Brain-0188,,
201,IN Brain-0189,,
202,IN Brain-0190,,
203,IN Brain-0191(a),,
204,IN Brain-0191(b),,
205,IN Brain-0192(a),,
206,IN Brain-0192(b),,
207,IN Brain-0193(a),,
208,IN Brain-0193(b),,
209,IN Brain-0194(a),,
210,IN Brain-0196(a),,
211,IN Brain-0197(a),,
212,IN Brain-0197(b),,
213,IN Brain-0198,,
214,IN Brain-0200,,
215,IN Brain-0201,,
216,IN Brain-0202(a),,
217,IN Brain-0202(b),,
218,IN Brain-0203,,
219,IN Brain-0204,,
220,IN Brain-0205,,
221,IN Brain-0206,,
222,IN Brain-0207,,
223,IN Brain-0208,,
224,IN Brain-0209(a),,
225,IN Brain-0210,,
226,IN Brain-0211,,
227,IN Brain-0213,,
228,IN Brain-0214,,
229,IN Brain-0215,,
230,IN Brain-0216(a),,
231,IN Brain-0217(a),,
232,IN Brain-0217(b),,
233,IN Brain-0218(a),,
234,IN Brain-0218(b),,
235,IN Brain-0222,,
236,IN Brain-0226,,
237,IN Brain-0227,,
238,IN Brain-0228(a),,
239,IN Brain-0228(b),,
240,IN Brain-0229,,
241,IN Brain-0232(a),,
242,IN Brain-0232(b),,
243,IN Brain-0233(a),,
244,IN Brain-0233(b),,
245,IN Brain-0234(a),,
246,IN Brain-0234(b),,
247,IN Brain-0236(a),,
248,IN Brain-0236(b),,
249,IN Brain-0237(a),,
250,IN Brain-0237(c),,
251,IN Brain-0238(a),,
252,IN Brain-0238(c),,
253,IN Brain-0239(a),,
254,IN Brain-0239(b),,
255,IN Brain-0240(a),,
256,IN Brain-0240(b),,
257,IN Brain-0241,,
258,IN Brain-0242(a),,
259,IN Brain-0242(b),,
260,IN Brain-0243,,
261,IN Brain-0244,,
262,IN Brain-0245,,
263,IN Brain-0248,,
264,IN Brain-0249,,
265,IN Brain-0250,,
266,IN Brain-0251,,
267,IN Brain-0253(a),,
268,IN Brain-0253(b),,
269,IN Brain-0254,,
270,IN Brain-0255(a),,
271,IN Brain-0255(b),,
272,IN Brain-0256(a),,
273,IN Brain-0256(b),,
274,IN Brain-0257,,
275,IN Brain-0258(a),,
276,IN Brain-0258(b),,
277,IN Brain-0259(a),,
278,IN Brain-0259(b),,
279,IN Brain-0261(b),,
280,IN Brain-0262(a),,
281,IN Brain-0262(b),,
282,IN Brain-0263(a),,
283,IN Brain-0263(b),,
284,IN Brain-0264,,
285,IN Brain-0265(a),,
286,IN Brain-0266,,
287,IN Brain-0267,,
288,IN Brain-0268,,
289,IN Brain-0271(a),,
290,IN Brain-0271(b),,
291,IN Brain-0272,,
292,IN Brain-0273,,
293,IN Brain-0274,,
294,IN Brain-0275,,
295,IN Brain-0277,,
296,IN Brain-0278,,
297,IN Brain-0279,,
298,IN Brain-0280,,
299,IN Brain-0282,,
300,IN Brain-0283,,
301,IN Brain-0284(a),,
302,IN Brain-0284(b),,
303,IN Brain-0285,,
304,IN Brain-0286,,
305,IN Brain-0288,,
306,IN Brain-0290(a),,
307,IN Brain-0290(b),,
308,IN Brain-0292,,
309,IN Brain-0294,,
310,IN Brain-0295,,
311,IN Brain-0296(a),,
312,IN Brain-0296(b),,
313,IN Brain-0297(a),,
314,IN Brain-0297(b),,
315,IN Brain-0298(a),,
316,IN Brain-0298(b),,
317,IN Brain-0299(a),,
318,IN Brain-0299(b),,
319,IN Brain-0301,,
320,IN Brain-0302(a),,
321,IN Brain-0302(b),,
322,IN Brain-0305,,
323,IN Brain-0307(a),,
324,IN Brain-0308,,
325,IN Brain-0309,,
326,IN Brain-0310,,
327,IN Brain-0311(a),,
328,IN Brain-0311(b),,
329,IN Brain-0312,,
330,IN Brain-0313(a),,
331,IN Brain-0313(b),,
332,IN Brain-0314(b),,
333,IN Brain-0315(a),,
334,IN Brain-0315(b),,
335,IN Brain-0316(a),,
336,IN Brain-0317(a),,
337,IN Brain-0317(b),,
338,IN Brain-0318(a),,
339,IN Brain-0318(b),,
340,IN Brain-0320,,
341,IN Brain-0321(a),,
342,IN Brain-0321(b),,
343,IN Brain-0322,,
344,IN Brain-0323(a),,
345,IN Brain-0323(b),,
346,IN Brain-0324(a),,
347,IN Brain-0324(b),,
348,IN Brain-0325(a),,
349,IN Brain-0325(b),,
350,IN Brain-0326,,
351,IN Brain-0327(a),,
352,IN Brain-0327(b),,
353,IN Brain-0328,,
354,IN Brain-0329(a),,
355,IN Brain-0329(b),,
356,IN Brain-0330(b),,
357,IN Brain-0331(b),,
358,IN Brain-0334(a),,
359,IN Brain-0334(b),,
360,IN Brain-0335,,
361,IN Brain-0338,,
362,IN Brain-0339,,
363,IN Brain-0340,,
364,IN Brain-0341,,
365,IN Brain-0342,,
366,IN Brain-0343(a),,
367,IN Brain-0343(b),,
368,IN Brain-0345,,
369,IN Brain-0346,,
370,IN Brain-0348,,
371,IN Brain-0350,,
372,IN Brain-0351,,
373,IN Brain-0352,,
374,IN Brain-0353,,
375,IN Brain-0354,,
376,IN Brain-0355,,
377,IN Brain-0356,,
378,IN Brain-0359,,
379,IN Brain-0361,,
380,IN Brain-0363(a),,
381,IN Brain-0364,,
382,IN Brain-0365,,
383,IN Brain-0368,,
384,IN Brain-0369,,
385,IN Brain-0370,,
